,State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,New Column,Churn Binary
1672,VT,95,510,No,No,0,203.4,96.0,34.58,168.6,61.0,14.33,173.0,105.0,7.79,13.7,3,3.7,2.0,False,100,0
1673,WY,16,415,No,No,0,174.7,83.0,29.7,280.8,122.0,23.87,171.7,80.0,7.73,10.5,8,2.84,5.0,False,100,0
1674,NV,76,510,Yes,No,0,241.0,120.0,40.97,231.8,96.0,19.7,220.2,67.0,9.91,9.9,1,2.67,1.0,True,100,1
1675,WV,93,415,No,No,0,141.7,95.0,24.09,221.0,100.0,18.79,227.1,71.0,10.22,10.2,3,2.75,0.0,False,100,0
1676,WA,83,408,No,No,0,134.8,96.0,22.92,167.2,78.0,14.21,161.5,123.0,7.27,7.7,5,2.08,2.0,False,100,0
1677,KS,123,415,No,No,0,163.1,119.0,27.73,249.4,51.0,21.2,168.2,77.0,7.57,9.0,10,2.43,1.0,False,100,0
1678,VT,64,408,No,No,0,145.5,116.0,24.74,228.4,110.0,19.41,273.4,91.0,12.3,8.9,8,2.4,1.0,False,100,0
1679,OK,82,510,No,No,0,329.8,73.0,56.07,208.3,120.0,17.71,267.1,102.0,12.02,10.6,6,2.86,0.0,True,100,1
1680,GA,107,510,No,No,0,194.5,97.0,33.07,186.3,131.0,15.84,178.3,106.0,8.02,12.7,1,3.43,2.0,False,100,0
1681,CO,110,510,No,No,0,131.9,93.0,22.42,272.7,106.0,23.18,192.8,105.0,8.68,7.1,4,1.92,1.0,False,100,0
1682,AK,96,408,No,Yes,29,150.0,91.0,25.5,159.4,75.0,13.55,228.1,55.0,10.26,8.5,3,2.3,1.0,False,100,0
1683,TN,47,415,No,Yes,30,196.6,93.0,33.42,241.4,140.0,20.52,226.0,118.0,10.17,12.9,4,3.48,2.0,False,100,0
1684,KY,115,510,No,No,0,99.7,107.0,16.95,145.1,96.0,12.33,149.4,99.0,6.72,14.1,4,3.81,2.0,False,100,0
1685,PA,69,415,No,No,0,143.6,88.0,24.41,141.8,86.0,12.05,194.0,83.0,8.73,10.8,5,2.92,3.0,False,100,0
1686,CT,163,408,No,Yes,40,231.9,56.0,39.42,211.8,91.0,18.0,268.5,74.0,12.08,12.3,3,3.32,2.0,False,100,0
1687,CT,90,415,No,No,0,37.8,80.0,6.43,155.3,105.0,13.2,175.0,111.0,7.88,14.2,5,3.83,3.0,False,100,0
1688,MN,98,415,No,No,0,72.8,107.0,12.38,186.4,103.0,15.84,175.3,110.0,7.89,10.5,4,2.84,3.0,False,100,0
1689,WY,90,408,No,Yes,39,94.8,89.0,16.12,219.1,91.0,18.62,197.4,65.0,8.88,11.4,5,3.08,1.0,False,100,0
1690,PA,174,415,No,Yes,15,221.8,143.0,37.71,210.6,115.0,17.9,221.8,109.0,9.98,12.4,9,3.35,1.0,False,100,0
1691,OR,95,415,No,No,0,269.0,120.0,45.73,233.7,120.0,19.86,179.3,61.0,8.07,7.3,4,1.97,2.0,True,100,1
1692,PA,79,415,No,No,0,268.3,114.0,45.61,185.5,111.0,15.77,264.6,88.0,11.91,6.3,7,1.7,1.0,True,100,1
1693,OK,123,415,No,Yes,27,198.7,127.0,33.78,249.0,105.0,21.17,173.2,124.0,7.79,12.5,5,3.38,1.0,False,100,0
1694,VT,99,415,No,No,0,115.5,75.0,19.64,218.1,111.0,18.54,254.9,98.0,11.47,11.5,7,3.11,7.0,True,100,1
1695,ID,114,415,No,No,0,202.1,100.0,34.36,195.7,102.0,16.63,291.8,120.0,13.13,13.3,5,3.59,2.0,False,100,0
1696,PA,141,510,No,No,0,215.6,113.0,36.65,200.6,81.0,17.05,153.8,107.0,6.92,12.4,6,3.35,1.0,False,100,0
1697,NM,132,408,No,No,0,169.9,107.0,28.88,209.4,121.0,17.8,206.1,79.0,9.27,11.5,2,3.11,1.0,False,100,0
1698,FL,133,510,No,No,0,201.7,85.0,34.29,169.4,116.0,14.4,286.3,80.0,12.88,6.0,4,1.62,0.0,False,100,0
1699,TX,133,408,No,No,0,221.1,133.0,37.59,160.2,140.0,13.62,161.8,84.0,7.28,8.4,3,2.27,4.0,False,100,0
1700,VT,93,510,No,Yes,32,218.7,117.0,37.18,115.0,61.0,9.78,192.7,85.0,8.67,9.4,5,2.54,2.0,False,100,0
1701,MA,34,415,No,No,0,293.7,89.0,49.93,272.5,71.0,23.16,178.2,76.0,8.02,11.0,10,2.97,2.0,True,100,1
1702,OR,140,415,No,No,0,120.3,108.0,20.45,240.4,84.0,20.43,216.4,74.0,9.74,7.7,3,2.08,4.0,True,100,1
1703,DE,96,415,No,Yes,26,175.8,96.0,29.89,206.6,84.0,17.56,178.0,105.0,8.01,11.1,2,3.0,2.0,False,100,0
1704,FL,144,510,No,No,0,278.5,95.0,47.35,240.7,90.0,20.46,120.0,90.0,5.4,11.6,5,3.13,1.0,True,100,1
1705,ID,24,408,No,Yes,29,236.3,105.0,40.17,190.8,114.0,16.22,129.0,105.0,5.81,7.2,2,1.94,3.0,False,100,0
1706,MD,54,415,No,No,0,273.8,113.0,46.55,119.6,156.0,10.17,267.6,117.0,12.04,11.7,3,3.16,1.0,False,100,0
1707,WV,50,408,No,No,0,131.1,129.0,22.29,160.5,94.0,13.64,206.9,88.0,9.31,5.6,9,1.51,5.0,True,100,1
1708,ID,92,415,No,Yes,23,167.4,83.0,28.46,258.6,129.0,21.98,116.4,110.0,5.24,11.2,3,3.02,4.0,False,100,0
1709,NV,96,408,No,No,0,197.7,68.0,33.61,250.5,53.0,21.29,181.2,67.0,8.15,10.5,3,2.84,3.0,False,100,0
1710,OH,146,415,No,No,0,169.5,93.0,28.82,230.9,71.0,19.63,269.8,115.0,12.14,9.0,7,2.43,2.0,False,100,0
1711,ID,138,415,Yes,Yes,17,225.2,116.0,38.28,173.4,88.0,14.74,145.8,99.0,6.56,11.7,4,3.16,0.0,False,100,0
1712,SC,102,408,No,No,0,174.5,73.0,29.67,213.7,114.0,18.16,164.7,116.0,7.41,10.3,5,2.78,4.0,False,100,0
1713,MO,76,510,No,No,0,129.7,84.0,22.05,177.5,80.0,15.09,228.9,87.0,10.3,7.5,3,2.03,5.0,True,100,1
1714,NE,99,415,No,No,0,200.0,66.0,34.0,107.9,104.0,9.17,233.7,82.0,10.52,11.4,2,3.08,3.0,False,100,0
1715,NC,83,510,No,Yes,36,95.9,87.0,16.3,261.6,105.0,22.24,228.6,109.0,10.29,13.3,4,3.59,0.0,False,100,0
1716,ME,36,510,No,Yes,25,152.8,110.0,25.98,242.8,67.0,20.64,147.4,74.0,6.63,9.1,2,2.46,1.0,False,100,0
1717,MI,70,510,No,No,0,129.9,102.0,22.08,208.7,133.0,17.74,231.4,93.0,10.41,14.3,3,3.86,1.0,False,100,0
1718,AZ,109,415,Yes,No,0,268.4,85.0,45.63,150.6,131.0,12.8,297.9,84.0,13.41,9.7,8,2.62,2.0,True,100,1
1719,AZ,100,415,No,No,0,188.5,152.0,32.05,148.3,115.0,12.61,179.8,88.0,8.09,15.2,5,4.1,2.0,False,100,0
1720,HI,104,408,No,No,0,170.6,97.0,29.0,162.1,111.0,13.78,210.7,131.0,9.48,6.1,1,1.65,1.0,False,100,0
1721,NJ,106,415,No,No,0,191.4,124.0,32.54,200.7,116.0,17.06,230.1,76.0,10.35,8.2,3,2.21,1.0,False,100,0
1722,MS,84,510,No,No,0,75.3,96.0,12.8,179.9,113.0,15.29,193.8,134.0,8.72,12.3,1,3.32,1.0,False,100,0
1723,MA,80,510,No,No,0,149.8,123.0,25.47,276.3,75.0,23.49,241.4,75.0,10.86,10.9,7,2.94,2.0,False,100,0
1724,SC,100,510,No,No,0,115.9,87.0,19.7,111.3,56.0,9.46,170.2,77.0,7.66,7.1,4,1.92,1.0,False,100,0
1725,MN,99,408,No,No,0,128.8,86.0,21.9,203.9,105.0,17.33,282.6,131.0,12.72,14.1,4,3.81,2.0,False,100,0
1726,WV,50,510,No,No,0,131.7,108.0,22.39,216.5,103.0,18.4,196.1,126.0,8.82,11.0,5,2.97,1.0,False,100,0
1727,MS,105,415,No,No,0,101.4,48.0,17.24,159.1,119.0,13.52,259.2,53.0,11.66,12.2,2,3.29,1.0,False,100,0
1728,VA,113,415,No,Yes,23,149.0,104.0,25.33,235.8,67.0,20.04,201.8,76.0,9.08,9.5,5,2.57,4.0,False,100,0
1729,MS,111,415,No,Yes,36,96.8,123.0,16.46,170.6,105.0,14.5,166.0,85.0,7.47,13.4,4,3.62,2.0,False,100,0
1730,NM,161,408,No,No,0,107.5,121.0,18.28,256.4,46.0,21.79,247.2,131.0,11.12,12.6,3,3.4,2.0,False,100,0
1731,TX,70,415,No,No,0,232.8,95.0,39.58,303.4,111.0,25.79,255.6,104.0,11.5,12.9,7,3.48,0.0,True,100,1
1732,HI,97,415,No,Yes,43,121.1,105.0,20.59,260.2,115.0,22.12,222.4,100.0,10.01,8.3,5,2.24,3.0,False,100,0
1733,WA,130,510,No,No,0,124.3,70.0,21.13,270.7,99.0,23.01,239.5,83.0,10.78,3.5,6,0.95,0.0,False,100,0
1734,WI,92,415,No,No,0,157.7,101.0,26.81,298.6,100.0,25.38,216.9,99.0,9.76,13.8,3,3.73,1.0,False,100,0
1735,CO,119,408,No,No,0,124.3,68.0,21.13,207.1,88.0,17.6,157.4,93.0,7.08,14.8,1,4.0,0.0,False,100,0
1736,NV,115,415,No,No,0,286.4,125.0,48.69,205.7,74.0,17.48,191.4,141.0,8.61,6.9,6,1.86,1.0,True,100,1
1737,RI,134,415,No,No,0,141.7,95.0,24.09,205.6,101.0,17.48,218.5,60.0,9.83,8.8,6,2.38,0.0,False,100,0
1738,VA,127,408,No,Yes,25,173.0,91.0,29.41,245.8,64.0,20.89,300.0,99.0,13.5,4.8,3,1.3,0.0,False,100,0
1739,NJ,80,415,No,No,0,268.7,120.0,45.68,301.0,147.0,25.59,167.0,140.0,7.52,5.8,1,1.57,2.0,True,100,1
1740,ND,153,415,No,Yes,31,218.5,130.0,37.15,134.2,103.0,11.41,118.9,105.0,5.35,9.4,6,2.54,0.0,False,100,0
1741,MN,85,415,No,No,0,255.3,114.0,43.4,194.6,83.0,16.54,276.6,78.0,12.45,3.7,5,1.0,3.0,False,100,0
1742,HI,79,415,No,No,0,41.9,124.0,7.12,211.0,95.0,17.94,237.9,55.0,10.71,11.4,5,3.08,1.0,False,100,0
1743,ND,35,415,No,No,0,260.8,87.0,44.34,258.1,78.0,21.94,131.3,123.0,5.91,5.8,2,1.57,1.0,False,100,0
1744,WI,120,408,No,Yes,26,239.4,94.0,40.7,259.4,88.0,22.05,238.0,132.0,10.71,7.7,3,2.08,0.0,False,100,0
1745,MN,68,510,No,No,0,226.7,94.0,38.54,168.4,129.0,14.31,188.7,117.0,8.49,10.2,1,2.75,0.0,False,100,0
1746,DC,60,408,No,No,0,179.3,147.0,30.48,208.9,89.0,17.76,248.2,98.0,11.17,13.5,6,3.65,1.0,True,100,1
1747,KS,120,510,No,No,0,158.0,110.0,26.86,197.0,103.0,16.75,154.9,132.0,6.97,10.0,5,2.7,1.0,False,100,0
1748,MT,71,510,No,Yes,23,175.7,82.0,29.87,258.9,136.0,22.01,268.4,154.0,12.08,14.1,7,3.81,1.0,False,100,0
1749,WV,124,415,No,No,0,157.4,107.0,26.76,167.8,112.0,14.26,188.8,102.0,8.5,8.8,3,2.38,3.0,False,100,0
1750,ME,23,510,No,No,0,113.1,74.0,19.23,168.8,95.0,14.35,262.9,126.0,11.83,6.9,2,1.86,1.0,True,100,1
1751,WY,225,415,No,No,0,182.7,142.0,31.06,246.5,63.0,20.95,218.0,103.0,9.81,8.8,2,2.38,1.0,False,100,0
1752,NY,181,415,Yes,No,0,161.3,83.0,27.42,124.4,83.0,10.57,262.0,98.0,11.79,14.1,3,3.81,0.0,True,100,1
1753,VT,63,415,No,No,0,142.5,92.0,24.23,208.3,102.0,17.71,228.9,120.0,10.3,7.5,2,2.03,2.0,False,100,0
1754,NC,54,415,Yes,No,0,190.5,108.0,32.39,259.7,108.0,22.07,141.5,111.0,6.37,9.7,2,2.62,2.0,True,100,1
1755,MO,80,408,Yes,Yes,15,159.3,110.0,27.08,170.6,120.0,14.5,141.2,82.0,6.35,11.9,5,3.21,1.0,False,100,0
1756,NC,118,408,Yes,Yes,39,153.8,106.0,26.15,123.3,111.0,10.48,117.8,103.0,5.3,9.2,6,2.48,1.0,False,100,0
1757,NJ,42,408,Yes,No,0,180.7,127.0,30.72,174.6,94.0,14.84,165.3,114.0,7.44,12.0,6,3.24,2.0,False,100,0
1758,OH,134,408,No,No,0,202.7,105.0,34.46,224.9,90.0,19.12,253.9,108.0,11.43,12.1,7,3.27,0.0,False,100,0
1759,TX,66,415,No,Yes,35,190.8,100.0,32.44,261.3,93.0,22.21,209.5,108.0,9.43,8.9,6,2.4,0.0,False,100,0
1760,WA,66,415,No,No,0,205.1,102.0,34.87,232.7,109.0,19.78,259.9,95.0,11.7,9.2,6,2.48,2.0,False,100,0
1761,TN,127,415,No,Yes,28,235.6,124.0,40.05,236.8,113.0,20.13,241.2,127.0,10.85,7.7,2,2.08,1.0,False,100,0
1762,HI,146,510,No,No,0,189.3,77.0,32.18,155.9,128.0,13.25,186.0,83.0,8.37,7.4,3,2.0,0.0,False,100,0
1763,WY,93,408,No,Yes,42,166.9,101.0,28.37,273.2,84.0,23.22,171.0,106.0,7.69,11.5,1,3.11,1.0,False,100,0
1764,CT,77,415,No,No,0,245.2,87.0,41.68,254.1,83.0,21.6,239.4,91.0,10.77,7.5,4,2.03,0.0,True,100,1
1765,NM,111,415,No,No,0,132.6,125.0,22.54,221.1,67.0,18.79,127.9,101.0,5.76,12.7,2,3.43,4.0,True,100,1
1766,NJ,125,415,No,No,0,182.3,64.0,30.99,139.8,121.0,11.88,171.6,96.0,7.72,11.6,7,3.13,2.0,False,100,0
1767,AL,115,510,No,Yes,14,192.3,86.0,32.69,88.7,90.0,7.54,229.4,120.0,10.32,10.5,3,2.84,2.0,False,100,0
1768,MN,115,510,Yes,No,0,122.0,110.0,20.74,220.2,100.0,18.72,179.7,124.0,8.09,10.8,2,2.92,2.0,True,100,1
1769,NC,114,408,No,No,0,193.0,101.0,32.81,250.0,81.0,21.25,133.3,79.0,6.0,9.6,2,2.59,2.0,False,100,0
1770,OH,106,415,No,No,0,158.6,112.0,26.96,220.0,114.0,18.7,252.9,106.0,11.38,9.1,3,2.46,0.0,False,100,0
1771,ND,118,415,No,Yes,39,91.5,125.0,15.56,219.9,113.0,18.69,229.0,99.0,10.31,12.7,8,3.43,2.0,False,100,0
1772,CO,59,510,No,No,0,153.6,92.0,26.11,205.5,88.0,17.47,114.5,89.0,5.15,12.5,10,3.38,1.0,False,100,0
1773,ND,87,415,Yes,Yes,40,221.6,79.0,37.67,157.1,74.0,13.35,222.4,124.0,10.01,11.5,3,3.11,1.0,False,100,0
1774,NY,21,415,No,No,0,244.7,81.0,41.6,168.0,117.0,14.28,281.5,87.0,12.67,6.6,1,1.78,1.0,False,100,0
1775,WI,142,408,No,Yes,24,239.8,103.0,40.77,285.9,65.0,24.3,256.7,106.0,11.55,9.5,4,2.57,0.0,False,100,0
1776,WY,62,415,No,No,0,172.4,132.0,29.31,230.5,100.0,19.59,228.2,109.0,10.27,11.0,5,2.97,0.0,False,100,0
1777,OR,149,415,No,No,0,242.5,83.0,41.23,245.4,97.0,20.86,219.6,80.0,9.88,10.0,3,2.7,3.0,True,100,1
1778,CO,54,510,No,Yes,39,117.6,82.0,19.99,159.2,60.0,13.53,236.4,113.0,10.64,11.3,10,3.05,2.0,False,100,0
1779,LA,112,510,No,No,0,174.5,127.0,29.67,259.3,71.0,22.04,170.5,120.0,7.67,11.3,7,3.05,1.0,False,100,0
1780,AL,68,510,No,No,0,157.3,83.0,26.74,220.9,85.0,18.78,218.9,129.0,9.85,12.0,7,3.24,1.0,False,100,0
1781,TX,201,415,No,Yes,21,192.0,97.0,32.64,239.1,81.0,20.32,116.1,125.0,5.22,15.1,3,4.08,1.0,False,100,0
1782,PA,88,510,No,No,0,218.2,76.0,37.09,169.3,60.0,14.39,141.1,99.0,6.35,8.0,1,2.16,1.0,False,100,0
1783,IL,85,415,No,Yes,29,144.6,97.0,24.58,140.0,102.0,11.9,165.4,148.0,7.44,10.9,3,2.94,1.0,False,100,0
1784,DE,51,415,Yes,No,0,153.6,108.0,26.11,232.9,85.0,19.8,214.2,92.0,9.64,14.1,4,3.81,0.0,True,100,1
1785,MO,45,510,No,Yes,29,135.8,104.0,23.09,222.5,101.0,18.91,235.6,92.0,10.6,7.9,6,2.13,2.0,False,100,0
1786,AR,116,510,No,No,0,160.7,69.0,27.32,146.8,106.0,12.48,287.8,144.0,12.95,8.2,5,2.21,0.0,False,100,0
1787,OH,146,408,No,Yes,31,202.5,91.0,34.43,241.4,108.0,20.52,169.6,77.0,7.63,7.8,2,2.11,1.0,False,100,0
1788,WI,63,510,No,Yes,34,152.2,119.0,25.87,227.1,91.0,19.3,195.7,103.0,8.81,12.3,5,3.32,1.0,False,100,0
1789,GA,133,510,No,No,0,227.4,90.0,38.66,73.2,135.0,6.22,114.3,99.0,5.14,4.7,7,1.27,0.0,False,100,0
1790,KY,125,408,No,No,0,191.6,115.0,32.57,205.6,108.0,17.48,210.2,123.0,9.46,9.2,3,2.48,2.0,False,100,0
1791,OH,72,510,No,No,0,138.9,111.0,23.61,211.6,102.0,17.99,179.5,91.0,8.08,10.8,3,2.92,1.0,False,100,0
1792,TN,130,408,No,No,0,127.0,102.0,21.59,206.9,107.0,17.59,231.7,99.0,10.43,6.1,6,1.65,0.0,False,100,0
1793,SD,97,415,No,No,0,168.6,87.0,28.66,259.2,105.0,22.03,279.8,123.0,12.59,7.3,4,1.97,1.0,False,100,0
1794,NY,54,415,No,No,0,286.6,73.0,48.72,223.2,108.0,18.97,203.7,107.0,9.17,11.5,5,3.11,1.0,True,100,1
1795,GA,160,415,No,Yes,29,164.6,121.0,27.98,262.8,108.0,22.34,123.8,131.0,5.57,15.2,4,4.1,1.0,False,100,0
1796,TX,79,415,No,No,0,144.0,90.0,24.48,135.8,91.0,11.54,212.4,129.0,9.56,13.0,4,3.51,1.0,False,100,0
1797,WV,92,415,No,Yes,47,141.6,95.0,24.07,207.9,130.0,17.67,203.6,95.0,9.16,10.2,11,2.75,0.0,False,100,0
1798,MI,59,415,No,No,0,204.3,65.0,34.73,247.3,123.0,21.02,214.7,94.0,9.66,12.0,4,3.24,1.0,False,100,0
1799,ND,132,510,No,No,0,163.2,80.0,27.74,167.6,90.0,14.25,87.5,90.0,3.94,6.2,10,1.67,1.0,False,100,0
1800,NE,21,510,No,No,0,225.0,110.0,38.25,244.2,111.0,20.76,221.2,93.0,9.95,10.7,4,2.89,0.0,False,100,0
1801,SD,93,415,No,No,0,176.1,103.0,29.94,199.7,130.0,16.97,263.9,96.0,11.88,8.5,6,2.3,2.0,False,100,0
1802,NJ,147,415,No,Yes,36,254.2,78.0,43.21,228.1,105.0,19.39,98.0,125.0,4.41,13.8,7,3.73,5.0,False,100,0
1803,AK,101,510,No,No,0,174.9,105.0,29.73,262.0,75.0,22.27,210.0,93.0,9.45,8.5,5,2.3,1.0,False,100,0
1804,CT,125,415,Yes,No,0,187.3,118.0,31.84,160.7,111.0,13.66,263.8,112.0,11.87,9.6,2,2.59,0.0,True,100,1
1805,CO,63,415,No,No,0,211.8,84.0,36.01,230.9,137.0,19.63,217.1,99.0,9.77,10.7,9,2.89,3.0,False,100,0
1806,MD,107,415,No,No,0,241.9,102.0,41.12,126.9,117.0,10.79,185.6,92.0,8.35,11.7,6,3.16,0.0,False,100,0
1807,ND,110,408,No,No,0,196.1,103.0,33.34,199.7,123.0,16.97,135.9,71.0,6.12,12.9,1,3.48,3.0,False,100,0
1808,NH,83,415,No,No,0,231.3,100.0,39.32,210.4,84.0,17.88,217.4,106.0,9.78,12.4,2,3.35,3.0,False,100,0
1809,MN,117,408,No,No,0,161.6,104.0,27.47,196.3,119.0,16.69,294.8,111.0,13.27,13.8,2,3.73,1.0,False,100,0
1810,KY,124,415,No,No,0,194.0,103.0,32.98,241.0,116.0,20.49,227.5,153.0,10.24,11.9,5,3.21,0.0,False,100,0
1811,NH,115,510,No,No,0,109.7,148.0,18.65,223.8,87.0,19.02,240.3,96.0,10.81,15.4,8,4.16,3.0,False,100,0
1812,CO,156,408,Yes,No,0,277.0,119.0,47.09,238.3,106.0,20.26,94.4,96.0,4.25,8.3,3,2.24,1.0,False,100,0
1813,KY,89,408,No,No,0,192.1,83.0,32.66,163.6,88.0,13.91,169.7,138.0,7.64,6.1,3,1.65,0.0,False,100,0
1814,KY,72,415,No,No,0,198.4,147.0,33.73,216.9,121.0,18.44,112.8,125.0,5.08,13.1,4,3.54,0.0,False,100,0
1815,IN,101,415,No,Yes,42,209.2,82.0,35.56,159.7,74.0,13.57,181.6,100.0,8.17,9.5,3,2.57,0.0,False,100,0
1816,OR,53,415,No,No,0,184.8,98.0,31.42,216.4,125.0,18.39,141.1,116.0,6.35,18.4,3,4.97,2.0,False,100,0
1817,SD,116,408,No,No,0,167.8,119.0,28.53,142.0,123.0,12.07,190.7,128.0,8.58,7.3,4,1.97,2.0,False,100,0
1818,DE,78,408,No,No,0,139.2,140.0,23.66,191.4,113.0,16.27,286.5,125.0,12.89,11.8,3,3.19,3.0,False,100,0
1819,OR,117,415,No,Yes,17,221.3,82.0,37.62,167.6,100.0,14.25,262.7,87.0,11.82,4.4,4,1.19,0.0,False,100,0
1820,NE,56,510,No,No,0,121.6,84.0,20.67,165.3,115.0,14.05,243.9,95.0,10.98,8.9,2,2.4,1.0,False,100,0
1821,OH,123,408,No,Yes,39,270.4,99.0,45.97,245.1,110.0,20.83,108.9,113.0,4.9,15.4,7,4.16,1.0,False,100,0
1822,OH,127,408,No,No,0,139.6,94.0,23.73,240.9,112.0,20.48,127.1,88.0,5.72,8.8,4,2.38,2.0,False,100,0
1823,AR,116,415,No,Yes,23,253.0,78.0,43.01,138.9,121.0,11.81,277.8,104.0,12.5,11.8,3,3.19,2.0,False,100,0
1824,KS,138,510,No,Yes,26,183.9,83.0,31.26,240.7,93.0,20.46,185.7,125.0,8.36,15.0,3,4.05,1.0,False,100,0
1825,TX,120,415,No,No,0,203.3,108.0,34.56,259.9,66.0,22.09,115.9,103.0,5.22,7.8,2,2.11,3.0,False,100,0
1826,WI,102,408,No,No,0,200.6,106.0,34.1,152.5,127.0,12.96,199.4,128.0,8.97,7.7,2,2.08,3.0,False,100,0
1827,OR,95,415,No,No,0,167.6,96.0,28.49,176.0,89.0,14.96,250.9,113.0,11.29,13.4,6,3.62,2.0,False,100,0
1828,VA,102,408,No,No,0,156.5,67.0,26.61,204.3,103.0,17.37,141.9,72.0,6.39,9.9,2,2.67,2.0,False,100,0
1829,AR,89,415,No,Yes,25,215.1,140.0,36.57,197.4,69.0,16.78,162.1,117.0,7.29,10.6,10,2.86,1.0,False,100,0
1830,CT,50,408,No,No,0,301.7,82.0,51.29,167.1,118.0,14.2,72.2,89.0,3.25,10.5,6,2.84,1.0,False,100,0
1831,OH,93,415,No,Yes,42,152.3,90.0,25.89,267.5,102.0,22.74,266.9,130.0,12.01,11.3,5,3.05,7.0,False,100,0
1832,WY,68,510,No,No,0,195.4,116.0,33.22,212.1,101.0,18.03,138.4,134.0,6.23,15.1,11,4.08,1.0,False,100,0
1833,IL,70,408,No,No,0,208.7,97.0,35.48,275.5,83.0,23.42,182.5,122.0,8.21,8.0,3,2.16,2.0,False,100,0
1834,MO,138,415,No,Yes,29,190.1,87.0,32.32,223.2,123.0,18.97,256.2,130.0,11.53,14.2,6,3.83,0.0,False,100,0
1835,DC,141,415,No,Yes,37,185.4,87.0,31.52,178.5,128.0,15.17,218.3,107.0,9.82,8.0,3,2.16,4.0,False,100,0
1836,MA,112,415,No,Yes,17,183.2,95.0,31.14,252.8,125.0,21.49,156.7,95.0,7.05,9.7,3,2.62,0.0,False,100,0
1837,NH,117,510,Yes,No,0,54.2,100.0,9.21,303.2,84.0,25.77,171.8,84.0,7.73,8.6,2,2.32,1.0,True,100,1
1838,IA,1,408,No,Yes,26,208.0,115.0,35.36,185.0,113.0,15.73,177.7,144.0,8.0,8.1,9,2.19,1.0,False,100,0
1839,AL,70,415,No,No,0,230.3,110.0,39.15,77.9,87.0,6.62,247.1,105.0,11.12,13.2,4,3.56,1.0,False,100,0
1840,OR,87,510,No,Yes,22,240.8,102.0,40.94,75.9,106.0,6.45,224.6,115.0,10.11,7.1,3,1.92,2.0,False,100,0
1841,WV,52,510,No,Yes,21,195.7,119.0,33.27,106.2,95.0,9.03,157.4,94.0,7.08,5.3,3,1.43,2.0,False,100,0
1842,WA,97,408,No,No,0,276.1,82.0,46.94,201.1,106.0,17.09,231.3,73.0,10.41,8.9,4,2.4,0.0,True,100,1
1843,NV,105,408,No,No,0,166.1,93.0,28.24,175.9,106.0,14.95,243.5,55.0,10.96,16.2,3,4.37,2.0,False,100,0
1844,SC,77,510,No,Yes,28,135.9,117.0,23.1,244.5,102.0,20.78,207.5,74.0,9.34,11.5,3,3.11,4.0,True,100,1
1845,NC,80,415,Yes,No,0,189.1,122.0,32.15,223.2,92.0,18.97,269.0,116.0,12.11,13.9,3,3.75,2.0,True,100,1
1846,NH,120,510,No,Yes,43,177.9,117.0,30.24,175.1,70.0,14.88,161.3,117.0,7.26,11.5,4,3.11,1.0,False,100,0
1847,WY,54,408,No,Yes,39,143.9,73.0,24.46,210.3,117.0,17.88,129.2,117.0,5.81,12.5,8,3.38,2.0,False,100,0
1848,FL,148,510,Yes,No,0,148.2,138.0,25.19,159.6,123.0,13.57,197.4,62.0,8.88,8.6,3,2.32,2.0,False,100,0
1849,PA,119,408,No,No,0,287.1,115.0,48.81,159.3,99.0,13.54,216.8,86.0,9.76,13.9,1,3.75,2.0,True,100,1
1850,NC,162,408,No,Yes,26,179.7,144.0,30.55,218.1,129.0,18.54,212.3,105.0,9.55,9.3,8,2.51,1.0,True,100,1
1851,MO,85,510,No,No,0,165.8,96.0,28.19,190.0,141.0,16.15,144.0,116.0,6.48,10.9,3,2.94,5.0,True,100,1
1852,KS,101,510,No,Yes,25,144.1,144.0,24.5,167.6,105.0,14.25,240.0,107.0,10.8,14.5,3,3.92,1.0,False,100,0
1853,KY,172,415,No,No,0,172.5,85.0,29.33,253.1,71.0,21.51,221.6,113.0,9.97,5.9,6,1.59,0.0,False,100,0
1854,DE,80,415,No,No,0,199.8,138.0,33.97,167.1,91.0,14.2,271.8,94.0,12.23,5.5,4,1.49,1.0,False,100,0
1855,WI,67,510,No,No,0,109.1,134.0,18.55,142.3,76.0,12.1,91.2,86.0,4.1,10.9,5,2.94,2.0,False,100,0
1856,CO,86,408,No,No,0,171.8,106.0,29.21,301.7,44.0,25.64,139.4,108.0,6.27,9.7,5,2.62,1.0,False,100,0
1857,NM,107,415,No,No,0,222.3,101.0,37.79,286.0,111.0,24.31,249.4,117.0,11.22,12.1,4,3.27,1.0,True,100,1
1858,DE,133,510,No,No,0,245.8,102.0,41.79,264.7,90.0,22.5,111.7,103.0,5.03,11.2,7,3.02,0.0,False,100,0
1859,IL,116,510,No,No,0,164.6,110.0,27.98,270.6,103.0,23.0,230.4,109.0,10.37,8.0,3,2.16,0.0,False,100,0
1860,WA,63,408,No,No,0,211.7,107.0,35.99,271.7,77.0,23.09,203.3,108.0,9.15,7.4,7,2.0,0.0,False,100,0
1861,MA,119,408,Yes,Yes,16,147.2,103.0,25.02,160.1,96.0,13.61,184.0,120.0,8.28,7.7,2,2.08,0.0,True,100,1
